age,workclass,fnlgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,label,predicted_score,predicted_label,type
29,Self-emp-not-inc,322238,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.002483506,0,TN
34,Private,27380,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,1,0.62763935,1,TP
35,Private,226311,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.05861761,0,TN
34,Private,137814,Some-college,Separated,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.18303202,0,TN
30,Self-emp-inc,84119,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,43,United-States,<=50K,0,0.009105145,0,TN
17,Private,277583,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,15,United-States,<=50K,0,2.781804e-08,0,TN
49,Private,149809,Preschool,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,,<=50K,0,0.03349119,0,TN
43,State-gov,146908,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,,<=50K,0,0.2804952,0,TN
59,Private,175290,7th-8th,Never-married,Other-service,Other-relative,White,Male,0,0,32,United-States,<=50K,0,5.639222e-05,0,TN
36,Private,126569,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,Ecuador,>50K,1,0.13088508,0,FN
34,Private,386370,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,0.704293,1,FP
43,Private,115562,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K,1,0.4950579,0,FN
31,Private,288419,10th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.013998512,0,TN
21,Private,109869,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,30,United-States,<=50K,0,9.868963e-06,0,TN
45,Self-emp-not-inc,182677,HS-grad,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,Thailand,<=50K,0,0.0034382,0,TN
52,Local-gov,124793,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.24940558,0,TN
66,,186030,7th-8th,Married-civ-spouse,,Husband,White,Male,0,0,32,United-States,<=50K,0,0.028964719,0,TN
50,Private,158948,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,0,40,United-States,<=50K,0,9.604558e-07,0,TN
32,Local-gov,144949,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0,0.37484783,0,TN
29,Private,159768,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,3325,0,40,Ecuador,<=50K,0,3.589898e-07,0,TN
22,,195143,Some-college,Never-married,,Own-child,White,Female,0,0,29,United-States,<=50K,0,1.0747262e-06,0,TN
23,Private,26248,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,0.00065912947,0,TN
53,Private,304353,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,>50K,1,0.08777373,0,FN
42,Private,190290,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.8229258,1,TP
58,Federal-gov,319733,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K,0,0.780706,1,FP
33,Private,206512,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.14691208,0,TN
36,Private,131239,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,3103,0,45,United-States,>50K,1,0.9956079,1,TP
23,Private,162945,7th-8th,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,0,0.0006370282,0,TN
36,Private,175759,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,50,United-States,>50K,1,0.9999863,1,TP
32,Self-emp-not-inc,173314,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,60,United-States,<=50K,0,0.049088236,0,TN
71,Self-emp-not-inc,238479,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,8,United-States,<=50K,0,0.0018507201,0,TN
38,Private,206535,Some-college,Divorced,Tech-support,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0.016327556,0,TN
29,Private,342989,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K,0,4.729969e-06,0,TN
39,Self-emp-not-inc,194668,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,16,United-States,<=50K,0,0.042114746,0,TN
21,Private,267040,10th,Never-married,Prof-specialty,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,3.0062124e-06,0,TN
61,Private,162432,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.098263115,0,TN
25,Private,238964,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,1,0.05787919,0,FN
41,Local-gov,351350,Some-college,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.11423046,0,TN
26,State-gov,141838,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K,1,0.5012084,0,FN
18,Self-emp-inc,117372,11th,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,<=50K,0,3.2584484e-08,0,TN
27,Private,303954,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,0,0.87426066,1,FP
37,Private,336880,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,0,0.84271765,1,FP
48,Local-gov,328610,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K,1,0.9318073,1,TP
29,,142443,Bachelors,Married-civ-spouse,,Husband,White,Male,0,0,25,United-States,<=50K,0,0.028621783,0,TN
19,Private,358631,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,25,United-States,<=50K,0,2.2905785e-06,0,TN
19,,28455,Some-college,Never-married,,Own-child,White,Female,0,0,40,United-States,<=50K,0,1.1319868e-05,0,TN
63,Private,318763,Some-college,Divorced,Craft-repair,Unmarried,White,Male,0,0,22,United-States,<=50K,0,0.0001871771,0,TN
43,Private,350379,5th-6th,Divorced,Priv-house-serv,Unmarried,White,Female,0,0,40,Mexico,<=50K,0,0.00013920057,0,TN
26,Private,331861,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,60,,<=50K,0,0.0011841024,0,TN
60,Private,201965,Some-college,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,>50K,1,0.0030466574,0,FN
51,,146325,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,28,United-States,<=50K,0,0.25311026,0,TN
23,Private,132300,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,5.1056028e-05,0,TN
47,Private,298037,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0,0,44,United-States,<=50K,0,0.008354597,0,TN
57,Private,74156,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,<=50K,0,0.0364626,0,TN
50,Private,144968,HS-grad,Never-married,Tech-support,Own-child,White,Male,0,0,15,United-States,<=50K,0,0.005429788,0,TN
35,Local-gov,268292,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.036662225,0,TN
49,Private,160647,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K,1,0.93946743,1,TP
39,Private,234901,Assoc-acdm,Separated,Adm-clerical,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0.00814016,0,TN
29,Private,179498,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Germany,<=50K,0,0.021745484,0,TN
40,State-gov,59460,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,<=50K,0,0.00021761662,0,TN
46,Private,376789,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States,<=50K,0,0.00016235388,0,TN
43,Private,112607,11th,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K,0,0.11033145,0,TN
29,Private,120986,HS-grad,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,65,United-States,<=50K,0,0.024034789,0,TN
35,Private,334291,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,0.42428148,0,TN
23,Private,217961,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,0,0,45,Outlying-US(Guam-USVI-etc),<=50K,0,7.671569e-06,0,TN
46,Private,172695,11th,Widowed,Other-service,Not-in-family,White,Female,0,0,27,El-Salvador,<=50K,0,1.3321461e-05,0,TN
18,Private,447882,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,<=50K,0,1.6152556e-07,0,TN
23,Private,157127,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,20,United-States,<=50K,0,5.4304484e-05,0,TN
23,Private,297152,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,0,0,25,United-States,<=50K,0,2.3190987e-08,0,TN
22,Private,24008,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.00088293984,0,TN
31,Private,201122,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,>50K,1,0.9986546,1,TP
36,Private,334291,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1,0.18707733,0,FN
27,Private,492263,10th,Separated,Machine-op-inspct,Own-child,White,Male,0,0,35,Mexico,<=50K,0,1.7829052e-06,0,TN
48,Private,248254,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,7298,0,40,United-States,>50K,1,0.99976486,1,TP
19,Private,530454,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0.0019252746,0,TN
60,Private,198170,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,1,0.33876377,0,FN
70,Private,102610,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,32,United-States,<=50K,0,0.020682847,0,TN
45,Private,166107,Masters,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,0,0.18751317,0,TN
45,Private,102096,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,,>50K,1,0.4260428,0,FN
41,Private,57233,Bachelors,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0005730117,0,TN
44,Private,176063,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0,0.89034677,1,FP
19,,117201,HS-grad,Never-married,,Own-child,White,Male,0,0,30,United-States,<=50K,0,4.7352134e-07,0,TN
79,Private,266119,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0.30116022,0,TN
43,Private,182757,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1,0.5420922,1,TP
36,Private,274809,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0.00094077265,0,TN
46,Private,27669,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,<=50K,0,0.00017133172,0,TN
34,Private,190040,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,<=50K,0,0.7366058,1,FP
30,Private,162572,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,>50K,1,0.2741404,0,FN
46,Private,563883,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,60,United-States,>50K,1,0.94989973,1,TP
35,Private,267798,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0.0041382695,0,TN
41,Private,353541,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,0,0.10904683,0,TN
31,Federal-gov,168312,Assoc-voc,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.021449849,0,TN
20,Private,164441,HS-grad,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K,0,8.345856e-06,0,TN
24,Private,427686,1st-4th,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K,0,0.0003319457,0,TN
20,Private,50648,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K,0,8.835225e-07,0,TN
36,Private,248445,HS-grad,Separated,Transport-moving,Other-relative,White,Male,0,0,60,Mexico,<=50K,0,0.0011729605,0,TN
45,Private,249935,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K,0,0.35199168,0,TN
30,Private,231263,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K,0,0.22136003,0,TN
48,Local-gov,127921,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0,0.8421142,1,FP
54,Self-emp-not-inc,205066,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,36,United-States,<=50K,0,0.027247166,0,TN
67,Self-emp-not-inc,148690,Masters,Widowed,Prof-specialty,Not-in-family,White,Male,18481,0,2,United-States,>50K,1,0.9408568,1,TP
33,Local-gov,194901,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.26693404,0,FN
73,,132737,10th,Never-married,,Not-in-family,White,Male,0,0,4,United-States,<=50K,0,0.0004276771,0,TN
50,Self-emp-inc,155574,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K,1,0.99999356,1,TP
50,,194186,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,60,United-States,<=50K,0,0.5266999,1,FP
46,Local-gov,327886,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0.2800986,0,TN
22,Private,221533,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,<=50K,0,1.0035145e-05,0,TN
39,Private,248694,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,<=50K,0,0.07063879,0,TN
38,Private,186145,Some-college,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K,1,0.71001905,1,TP
26,Private,293984,10th,Married-civ-spouse,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K,0,0.00021903422,0,TN
29,Private,197932,HS-grad,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,Mexico,>50K,1,0.015372412,0,FN
33,Private,274222,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,7688,0,38,United-States,>50K,1,0.99917233,1,TP
55,,193895,7th-8th,Divorced,,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0004947249,0,TN
48,Private,107231,Prof-school,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,50,United-States,>50K,1,0.9999987,1,TP
31,Private,81846,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0,0.446552,0,TN
48,Private,239058,12th,Widowed,Handlers-cleaners,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0.0065402715,0,TN
25,Private,66935,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K,0,0.0046090647,0,TN
37,Private,259089,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.38531816,0,TN
38,Self-emp-not-inc,108947,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7688,0,40,United-States,>50K,1,0.99999595,1,TP
25,Self-emp-not-inc,259299,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,50,United-States,>50K,1,0.8892798,1,TP
33,,163003,HS-grad,Divorced,,Not-in-family,Asian-Pac-Islander,Female,0,0,41,China,<=50K,0,0.00018837166,0,TN
41,Private,154194,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K,0,0.002405257,0,TN
50,Self-emp-not-inc,204402,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,84,United-States,>50K,1,0.019890908,0,FN
26,Federal-gov,95806,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,3325,0,40,United-States,<=50K,0,1.6848053e-05,0,TN
52,Self-emp-inc,138497,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,0,0.8497338,1,FP
49,Private,314773,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K,0,0.19538507,0,TN
52,Private,29658,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0.9608089,1,FP
54,Local-gov,288825,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,0,0.059874494,0,TN
65,Self-emp-inc,157403,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,0,0.1289615,0,TN
52,Local-gov,43909,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K,0,0.008067149,0,TN
67,Self-emp-not-inc,152102,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,65,United-States,<=50K,0,0.007876129,0,TN
36,Private,220511,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.24524748,0,TN
31,Private,243442,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,<=50K,0,0.22848217,0,TN
50,Self-emp-inc,167793,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,>50K,1,0.99999976,1,TP
17,,112942,10th,Never-married,,Own-child,White,Male,0,0,40,United-States,<=50K,0,7.506274e-08,0,TN
29,Self-emp-not-inc,190636,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,1485,60,United-States,>50K,1,0.94499564,1,TP
23,Private,242912,Some-college,Never-married,Other-service,Own-child,White,Female,4650,0,40,United-States,<=50K,0,0.00010198992,0,TN
58,State-gov,259929,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,>50K,1,0.9557037,1,TP
46,Federal-gov,190729,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0.29306945,0,TN
33,,182771,Bachelors,Never-married,,Own-child,Asian-Pac-Islander,Male,0,0,80,Philippines,<=50K,0,0.47977215,0,TN
63,Local-gov,147440,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,0.0066896407,0,TN
34,Private,203488,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.029946398,0,TN
31,Private,139000,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,25,United-States,<=50K,0,0.00013317597,0,TN
58,Self-emp-inc,229498,Some-college,Widowed,Sales,Not-in-family,White,Female,0,0,20,United-States,>50K,1,0.04414545,0,FN
22,Private,190429,Some-college,Never-married,Sales,Not-in-family,White,Female,0,0,20,United-States,<=50K,0,1.1901977e-06,0,TN
29,Private,158218,HS-grad,Never-married,Farming-fishing,Unmarried,White,Male,0,0,35,United-States,<=50K,0,2.5458754e-05,0,TN
19,Self-emp-not-inc,100999,11th,Never-married,Adm-clerical,Own-child,White,Female,0,0,30,United-States,<=50K,0,9.235925e-06,0,TN
20,Self-emp-not-inc,197207,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,30,United-States,<=50K,0,1.04794735e-05,0,TN
33,Private,213226,HS-grad,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.2844552,0,TN
24,Private,235071,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,1,0.040855337,0,FN
27,,180553,HS-grad,Married-civ-spouse,,Wife,White,Female,0,0,40,United-States,>50K,1,0.033150468,0,FN
40,Self-emp-not-inc,177810,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K,0,0.021190034,0,TN
76,Private,124191,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.2802401,0,FN
31,Private,197860,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,0.13318515,0,TN
36,Private,231082,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0.058554687,0,TN
22,Private,258509,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,0,0,24,United-States,<=50K,0,5.2796867e-07,0,TN
45,Private,166636,HS-grad,Divorced,Other-service,Other-relative,Black,Female,0,0,35,United-States,<=50K,0,0.01708966,0,TN
35,Private,180988,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,39,United-States,<=50K,0,0.0022559897,0,TN
18,Private,294387,11th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,2.7008524e-05,0,TN
59,Private,214865,HS-grad,Widowed,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,<=50K,0,0.09501584,0,TN
61,Self-emp-not-inc,224784,Assoc-acdm,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,0,0,90,United-States,<=50K,0,0.010307653,0,TN
22,,42004,Some-college,Never-married,,Own-child,White,Male,0,0,30,United-States,<=50K,0,9.904019e-05,0,TN
66,Private,263637,10th,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0,0.00093444873,0,TN
51,Private,215647,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,43,United-States,<=50K,0,0.014176251,0,TN
21,Private,396790,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,0,0,20,United-States,<=50K,0,4.6448303e-08,0,TN
48,Private,108699,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0018396938,0,TN
31,Private,342730,Assoc-acdm,Separated,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.0024847856,0,TN
44,Private,188331,Some-college,Separated,Tech-support,Not-in-family,White,Female,0,0,38,United-States,<=50K,0,0.0022694827,0,TN
52,Federal-gov,221532,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,>50K,1,0.9460727,1,TP
33,Private,134886,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0,0.00026699287,0,TN
38,Self-emp-not-inc,194534,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,99999,0,60,United-States,>50K,1,0.99953794,1,TP
66,Self-emp-not-inc,293114,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,1409,0,40,United-States,<=50K,0,0.00035572523,0,TN
38,Private,193026,HS-grad,Never-married,Other-service,Unmarried,White,Male,0,1408,40,,<=50K,0,0.00031322055,0,TN
40,Private,77247,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K,1,0.13414699,0,FN
50,Self-emp-not-inc,348099,10th,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0.0065585617,0,TN
78,,74795,Assoc-acdm,Widowed,,Not-in-family,White,Female,0,0,4,United-States,<=50K,0,0.00036596818,0,TN
35,Private,62669,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K,1,0.51731354,0,FN
41,Private,47902,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K,1,0.7548054,1,TP
20,Private,227411,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,<=50K,0,9.064261e-06,0,TN
27,Private,221912,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.00022534757,0,TN
20,Private,59948,9th,Never-married,Adm-clerical,Unmarried,Black,Female,114,0,20,United-States,<=50K,0,2.6594873e-09,0,TN
34,,166545,Some-college,Married-civ-spouse,,Wife,White,Female,7688,0,6,United-States,>50K,1,0.9998958,1,TP
26,Private,213799,10th,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0015879673,0,TN
34,Private,187251,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,United-States,<=50K,0,0.0015542805,0,TN
40,Private,34113,HS-grad,Never-married,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,6849,0,43,United-States,<=50K,0,8.2964274e-05,0,TN
34,Local-gov,303867,9th,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,0,3.637259e-05,0,TN
19,Private,168601,11th,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,<=50K,0,4.2143114e-05,0,TN
47,Private,162494,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,45,United-States,>50K,1,0.02257433,0,FN
65,Private,94552,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0011452864,0,TN
20,Private,195411,HS-grad,Never-married,Sales,Own-child,Black,Female,0,0,20,United-States,<=50K,0,7.5794665e-10,0,TN
34,Federal-gov,149368,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.9900135,1,TP
30,Private,425528,HS-grad,Never-married,Protective-serv,Own-child,White,Male,0,0,70,United-States,<=50K,0,0.00022722008,0,TN
39,Private,30916,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.27205664,0,TN
17,Private,72321,11th,Never-married,Other-service,Other-relative,White,Female,0,0,12,United-States,<=50K,0,2.602078e-06,0,TN
29,Private,406826,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,<=50K,0,0.15975384,0,TN
52,Private,186303,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,Canada,>50K,1,0.9999989,1,TP
21,Private,186314,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0.0019997319,0,TN
41,Self-emp-not-inc,57924,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,7688,0,50,United-States,>50K,1,0.9997825,1,TP
58,Private,293399,11th,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.00053481595,0,TN
41,Private,202980,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,Peru,<=50K,0,0.0009928633,0,TN
35,Private,172845,Assoc-voc,Never-married,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K,0,0.0012788489,0,TN
25,Private,262885,11th,Never-married,Other-service,Unmarried,Black,Female,0,0,32,United-States,<=50K,0,2.7120412e-05,0,TN
31,Federal-gov,351141,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,<=50K,0,0.5874262,1,FP
44,Private,155930,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States,>50K,1,0.99998236,1,TP
26,Private,282304,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.012870858,0,TN
