age,workclass,fnlgt,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary,label,predicted_score,predicted_label,type
37,Self-emp-not-inc,181553,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.0022861538,0,TN
60,Private,52900,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.020684212,0,TN
64,Federal-gov,173754,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,0,0.535399,1,FP
26,Private,179569,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.002107376,0,TN
35,Private,92440,12th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,>50K,1,0.0047319834,0,FN
25,Private,218667,5th-6th,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.00017331824,0,TN
28,Private,77760,HS-grad,Never-married,Other-service,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0.00030075683,0,TN
27,Private,221166,9th,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K,0,4.442036e-09,0,TN
19,Self-emp-not-inc,285263,9th,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,Mexico,<=50K,0,1.7801947e-05,0,TN
33,Local-gov,289716,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.00023228029,0,TN
46,Federal-gov,46537,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.2375161,0,TN
45,Private,99385,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,Canada,<=50K,0,0.002090208,0,TN
53,Local-gov,135102,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,2002,45,United-States,<=50K,0,6.145168e-05,0,TN
28,Private,183151,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,0,0.017451387,0,TN
40,Private,239708,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.000801133,0,TN
54,Private,115602,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,<=50K,0,0.00014105004,0,TN
33,Private,224258,7th-8th,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Mexico,>50K,1,3.2008046e-08,0,FN
23,Private,188950,Assoc-voc,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K,0,3.0144693e-05,0,TN
17,Private,150262,11th,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0,1.3904849e-08,0,TN
19,Private,93518,Some-college,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0,1.559912e-08,0,TN
41,Private,145220,9th,Never-married,Priv-house-serv,Unmarried,White,Female,0,0,40,Columbia,<=50K,0,8.906331e-06,0,TN
28,Local-gov,167536,Assoc-acdm,Widowed,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,<=50K,0,0.010163674,0,TN
34,Self-emp-not-inc,179673,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,60,United-States,>50K,1,0.9999994,1,TP
22,Private,283969,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico,<=50K,0,1.7205755e-06,0,TN
38,Private,272671,Bachelors,Divorced,Sales,Own-child,White,Male,0,0,50,United-States,<=50K,0,0.022141637,0,TN
34,Private,30433,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,0.0006924312,0,TN
31,,317761,Bachelors,Never-married,,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0008074848,0,TN
30,Private,236770,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.074958436,0,TN
57,Private,194850,Some-college,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,40,Mexico,<=50K,0,0.014317112,0,TN
47,Private,225065,5th-6th,Separated,Sales,Unmarried,White,Female,0,0,40,Mexico,<=50K,0,7.0590722e-06,0,TN
26,Private,35917,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.0010656746,0,TN
49,Private,199448,Assoc-voc,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.0006184867,0,TN
34,Private,88215,Masters,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,40,China,>50K,1,0.90916526,1,TP
39,Private,98776,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,>50K,1,0.2227444,0,FN
60,,204486,Bachelors,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,>50K,1,0.01621611,0,FN
19,,133983,Some-college,Never-married,,Own-child,White,Female,0,0,20,United-States,<=50K,0,5.4198335e-07,0,TN
39,Private,338320,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K,1,0.009459798,0,FN
36,Local-gov,51424,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,8.472972e-05,0,TN
26,Private,132661,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,5013,0,40,United-States,<=50K,0,0.004111245,0,TN
36,Private,185203,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0061225523,0,TN
50,Private,134766,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,>50K,1,0.9999951,1,TP
42,Private,246011,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,55,United-States,<=50K,0,0.99451447,1,FP
38,Private,200818,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.98338115,1,TP
19,,263224,11th,Never-married,,Unmarried,White,Female,0,0,30,United-States,<=50K,0,1.1144574e-08,0,TN
29,Private,26451,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,0,0.15563726,0,TN
56,Private,181220,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K,1,0.74508315,1,TP
39,Private,168894,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.0039950283,0,TN
31,Private,159123,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K,1,0.8724601,1,TP
24,Private,308205,7th-8th,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,Mexico,<=50K,0,4.8553893e-06,0,TN
41,Private,194360,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,40,United-States,>50K,1,0.974853,1,TP
28,Private,328923,HS-grad,Never-married,Adm-clerical,Other-relative,White,Female,0,0,38,United-States,<=50K,0,5.2141417e-08,0,TN
53,Private,88725,HS-grad,Never-married,Craft-repair,Not-in-family,Other,Female,0,0,40,,<=50K,0,0.003765607,0,TN
47,Self-emp-not-inc,191175,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,0,2179,50,Mexico,<=50K,0,0.010368935,0,TN
25,Private,367306,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,<=50K,0,1.629664e-05,0,TN
20,Private,161708,Some-college,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,<=50K,0,6.715746e-06,0,TN
62,Local-gov,407669,7th-8th,Widowed,Other-service,Not-in-family,Black,Female,0,0,35,United-States,<=50K,0,1.0175527e-05,0,TN
20,Private,301199,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,24,United-States,<=50K,0,5.7484797e-08,0,TN
20,Private,447488,9th,Never-married,Other-service,Unmarried,White,Male,0,0,30,Mexico,<=50K,0,2.2909221e-08,0,TN
38,Private,125933,Bachelors,Separated,Exec-managerial,Not-in-family,White,Male,27828,0,45,United-States,>50K,1,1.0,1,TP
33,Private,345360,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.033656493,0,TN
40,Private,79586,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,40,,>50K,1,0.9999056,1,TP
45,Private,27332,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.000109164626,0,TN
32,Private,185410,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.00025948387,0,TN
30,Private,206051,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.39085892,0,TN
40,Private,77357,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.1874202,0,FN
63,Private,246841,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,0.4487801,0,TN
28,Local-gov,216965,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,0,0.15660994,0,TN
39,Private,82540,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,<=50K,0,0.59883654,1,FP
23,Private,196674,Some-college,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.00011489063,0,TN
41,Private,288568,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1,0.26214582,0,FN
51,Private,673764,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,1,0.9980428,1,TP
42,Self-emp-not-inc,303044,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,>50K,1,7.4799565e-05,0,FN
28,Private,203710,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.00024531965,0,TN
30,Private,181992,Some-college,Never-married,Sales,Not-in-family,Black,Female,0,0,35,United-States,<=50K,0,0.00017240396,0,TN
51,Private,86332,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,Male,4064,0,55,United-States,<=50K,0,7.941549e-05,0,TN
55,Private,102058,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,<=50K,0,0.0910247,0,TN
45,Private,112929,7th-8th,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,35,United-States,<=50K,0,1.1359568e-06,0,TN
54,Federal-gov,27432,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K,1,0.9777827,1,TP
27,Private,124953,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,1980,40,United-States,<=50K,0,5.159363e-05,0,TN
32,Local-gov,177566,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,50,Germany,<=50K,0,0.02978063,0,TN
36,Private,183425,Some-college,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0015440837,0,TN
66,Private,146454,Some-college,Married-civ-spouse,Sales,Husband,White,Male,5556,0,40,United-States,>50K,1,0.9877834,1,TP
43,Private,421837,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K,0,0.012302252,0,TN
20,Private,400443,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K,0,1.8343936e-08,0,TN
33,Private,119033,9th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K,0,0.006195764,0,TN
32,Private,127895,Some-college,Never-married,Exec-managerial,Unmarried,Black,Female,0,0,35,United-States,<=50K,0,1.2250919e-05,0,TN
41,State-gov,227734,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,3464,0,40,United-States,<=50K,0,1.4972083e-05,0,TN
50,Private,175029,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,1,0.49713227,0,FN
23,Private,151888,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,4650,0,50,Ireland,<=50K,0,2.4925172e-05,0,TN
37,Private,179481,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1,0.6418475,1,TP
33,Private,184016,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.00012705963,0,TN
21,Private,313702,Some-college,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,1.2446866e-05,0,TN
27,Private,373499,5th-6th,Never-married,Other-service,Not-in-family,White,Male,0,0,60,El-Salvador,<=50K,0,1.6760105e-05,0,TN
37,Private,497300,HS-grad,Never-married,Other-service,Unmarried,Black,Male,0,0,40,United-States,<=50K,0,4.652581e-06,0,TN
46,State-gov,238648,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,7298,0,40,United-States,>50K,1,0.99993944,1,TP
27,Private,177761,Some-college,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,50,United-States,<=50K,0,0.37474298,0,TN
29,Private,154017,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,10,United-States,<=50K,0,1.9557042e-06,0,TN
26,Private,206600,Bachelors,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Mexico,<=50K,0,1.3619303e-06,0,TN
34,State-gov,240283,HS-grad,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,<=50K,0,0.00017545608,0,TN
21,Private,163870,10th,Married-civ-spouse,Other-service,Husband,White,Male,3908,0,40,United-States,<=50K,0,8.282064e-07,0,TN
28,Private,158737,12th,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Ecuador,<=50K,0,0.00017736151,0,TN
66,Self-emp-not-inc,182470,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,25,United-States,>50K,1,0.77665514,1,TP
40,Self-emp-inc,92036,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.50222063,0,TN
40,Private,195892,Some-college,Divorced,Transport-moving,Not-in-family,Black,Female,0,0,40,United-States,<=50K,0,0.00031466558,0,TN
49,Private,203067,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K,1,0.10720838,0,FN
19,Private,87497,11th,Never-married,Transport-moving,Other-relative,White,Male,0,0,10,United-States,<=50K,0,2.4948378e-07,0,TN
32,Private,231413,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,1,0.0071850275,0,FN
38,,203482,7th-8th,Married-civ-spouse,,Husband,White,Male,0,0,45,United-States,<=50K,0,0.0006921844,0,TN
34,Private,186269,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,0,0.0010127597,0,TN
29,Private,244721,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,35,United-States,>50K,1,0.8034557,1,TP
24,Private,23438,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,30,United-States,>50K,1,7.841437e-06,0,FN
23,Private,184255,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K,0,0.00047048726,0,TN
43,Self-emp-not-inc,130126,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,1,0.19374101,0,FN
39,Self-emp-inc,114844,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,>50K,1,0.9999999,1,TP
20,Private,138938,Some-college,Never-married,Prof-specialty,Own-child,White,Female,0,0,10,United-States,<=50K,0,4.7831827e-07,0,TN
47,Private,33710,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,60,United-States,>50K,1,0.99873537,1,TP
46,Private,45363,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,0,2824,40,United-States,>50K,1,0.99983454,1,TP
32,Private,339482,5th-6th,Separated,Farming-fishing,Other-relative,White,Male,0,0,60,Mexico,<=50K,0,1.0973258e-06,0,TN
38,Private,212245,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.46926913,0,TN
34,Self-emp-not-inc,33442,Assoc-voc,Never-married,Other-service,Other-relative,White,Female,0,0,40,United-States,<=50K,0,1.573125e-07,0,TN
36,Local-gov,126569,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K,1,0.68522656,1,TP
33,,209432,HS-grad,Separated,,Unmarried,White,Female,0,0,20,United-States,<=50K,0,9.95013e-07,0,TN
17,Private,221129,9th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,2.0796176e-06,0,TN
39,Self-emp-not-inc,52187,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,0,0.016582327,0,TN
37,Private,401998,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States,<=50K,0,1.1549252e-05,0,TN
33,Self-emp-not-inc,58702,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,3103,0,50,United-States,>50K,1,0.43247104,0,FN
38,Private,186325,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,38,United-States,>50K,1,0.8783287,1,TP
58,State-gov,109567,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K,1,0.9910472,1,TP
44,Local-gov,190020,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K,0,0.79004633,1,FP
37,State-gov,150566,HS-grad,Separated,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,<=50K,0,0.00018869864,0,TN
31,Private,241885,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,0,0.05123724,0,TN
30,Private,156718,HS-grad,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.00066090235,0,TN
31,Private,327825,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Female,0,2238,40,United-States,<=50K,0,0.019618656,0,TN
35,Private,38245,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K,0,0.32127163,0,TN
39,Private,278187,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,0,0.15110497,0,TN
40,Self-emp-inc,157240,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,30,Iran,>50K,1,0.999923,1,TP
47,Private,185041,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K,1,0.99948704,1,TP
38,Local-gov,115076,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,>50K,1,0.9361206,1,TP
25,Private,171236,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,<=50K,0,0.00038361657,0,TN
48,Local-gov,177018,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1,0.3597773,0,FN
34,Private,149507,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,1,0.38863268,0,FN
30,Private,241259,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,0,0.10711749,0,TN
54,Private,200098,Bachelors,Divorced,Sales,Not-in-family,Black,Female,0,0,60,United-States,<=50K,0,0.19004734,0,TN
67,,184506,11th,Married-civ-spouse,,Husband,White,Male,0,419,3,United-States,<=50K,0,7.23873e-05,0,TN
36,Private,107125,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,<=50K,0,0.5448775,1,FP
24,Local-gov,117109,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,0,0,27,United-States,<=50K,0,2.7910835e-08,0,TN
40,Private,306225,HS-grad,Divorced,Craft-repair,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan,<=50K,0,0.0008012521,0,TN
35,Private,89508,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,1,0.045123756,0,FN
62,Private,135480,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,16,United-States,<=50K,0,0.0010657142,0,TN
44,Private,191149,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0,0,57,United-States,<=50K,0,0.09739706,0,TN
44,Private,182629,Masters,Divorced,Sales,Not-in-family,White,Male,0,0,24,Iran,<=50K,0,0.0018598436,0,TN
38,Private,32528,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.11152353,0,FN
28,Private,133625,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,0,0.0015587067,0,TN
44,Private,403782,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.0027040474,0,TN
42,State-gov,333530,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K,1,0.92419463,1,TP
51,Private,162745,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K,1,0.9999529,1,TP
21,Private,247779,11th,Never-married,Sales,Own-child,White,Female,0,0,38,United-States,<=50K,0,6.8865143e-06,0,TN
30,Private,252646,Some-college,Separated,Transport-moving,Not-in-family,White,Male,0,0,20,United-States,<=50K,0,0.0008995231,0,TN
63,Private,106910,5th-6th,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,19,Philippines,<=50K,0,0.00015439915,0,TN
24,Private,268525,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,<=50K,0,9.4361385e-06,0,TN
24,Private,22966,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,<=50K,0,0.2026714,0,TN
50,Self-emp-inc,219420,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,1,0.7885329,1,TP
21,Private,143604,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,29,,<=50K,0,2.8555687e-05,0,TN
27,Private,221912,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,0,5.0168455e-07,0,TN
28,Self-emp-not-inc,227890,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States,>50K,1,0.3328188,0,FN
31,Private,451744,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.74577475,1,FP
69,Private,128348,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,9386,0,50,United-States,>50K,1,0.9999752,1,TP
32,Federal-gov,97614,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.00033265058,0,TN
22,Private,305466,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,6.5639864e-07,0,TN
48,Private,332465,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,<=50K,0,0.17635565,0,TN
35,,226379,HS-grad,Married-civ-spouse,,Other-relative,White,Female,0,0,25,United-States,<=50K,0,0.00045690616,0,TN
59,Private,205759,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K,0,0.6645908,1,FP
47,Private,211239,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.22993971,0,TN
46,Self-emp-not-inc,275625,Bachelors,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,60,South,>50K,1,0.00027002516,0,FN
45,Private,20534,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,84,United-States,>50K,1,0.44353023,0,FN
36,Private,271767,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,0,0,40,,<=50K,0,0.92347217,1,FP
70,Self-emp-inc,243436,9th,Divorced,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.008720716,0,TN
24,Private,170277,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K,0,0.00042777148,0,TN
23,Private,175266,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,2.0351012e-05,0,TN
32,Private,189838,HS-grad,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K,0,0.029834857,0,TN
33,Private,103435,Assoc-voc,Separated,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,<=50K,0,0.046200592,0,TN
46,State-gov,248895,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,1,0.6743381,1,TP
26,,264300,Some-college,Married-civ-spouse,,Wife,White,Female,0,0,20,United-States,<=50K,0,0.016339583,0,TN
40,Private,120277,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Ireland,<=50K,0,3.8753906e-06,0,TN
25,Self-emp-not-inc,257574,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,20,United-States,<=50K,0,1.3877527e-06,0,TN
31,Private,236599,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,1,0.10451802,0,FN
45,Self-emp-not-inc,94962,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,England,<=50K,0,0.27799508,0,TN
32,Private,44675,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,65,United-States,>50K,1,0.950277,1,TP
35,Private,341643,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K,0,0.4270661,0,TN
34,,170276,Bachelors,Married-civ-spouse,,Wife,White,Female,0,0,10,United-States,>50K,1,0.12634428,0,FN
37,Private,38948,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K,1,0.48113942,0,FN
36,Private,75826,Bachelors,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,2.9731833e-05,0,TN
38,Federal-gov,37683,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,99999,0,57,Canada,>50K,1,0.99999547,1,TP
44,State-gov,87282,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,38,United-States,<=50K,0,0.0025995132,0,TN
55,Private,414994,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,0,0.11262109,0,TN
50,Private,135643,HS-grad,Married-civ-spouse,Machine-op-inspct,Other-relative,Asian-Pac-Islander,Female,0,0,40,China,<=50K,0,0.0037232772,0,TN
55,Self-emp-inc,257216,Masters,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,0.033002943,0,TN
30,Private,137076,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,1,0.05839374,0,FN
26,Private,159732,HS-grad,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,0,0.0018326098,0,TN
46,Federal-gov,140664,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,>50K,1,0.9595822,1,TP
49,Private,28791,Some-college,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K,0,1.99233e-05,0,TN
26,Private,51961,Bachelors,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,20,United-States,<=50K,0,3.3807705e-06,0,TN
48,Private,238726,HS-grad,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K,0,6.443711e-05,0,TN
